,location,total_sqft,bath,price,bhk
6281,Seegehalli,1200.0,2.0,62.0,3
6282,Seegehalli,1155.0,2.0,72.0,2
6283,Seegehalli,1830.0,4.0,82.0,3
6284,Seegehalli,4000.0,3.0,235.0,3
6287,Seegehalli,1096.0,2.0,41.0,2
6289,Seegehalli,920.0,2.0,27.0,2
6290,Seegehalli,1553.0,3.0,68.0,3
6291,Seegehalli,1639.0,3.0,120.0,3
6292,Seegehalli,3000.0,4.0,235.0,3
6293,Seegehalli,1134.0,2.0,45.0,2
6294,Seegehalli,1683.0,3.0,80.0,3
6295,Seegehalli,1176.0,2.0,50.0,2
6296,Seegehalli,3000.0,4.0,240.0,3
6297,Shampura,2650.0,4.0,150.0,4
6298,Shampura,1200.0,2.0,53.0,2
6299,Shampura,700.0,1.0,35.0,2
6300,Shampura,1400.0,3.0,70.0,3
6301,Shampura,1475.0,3.0,78.0,3
6302,Shampura,1700.0,3.0,75.0,3
6303,Shivaji Nagar,850.0,2.0,55.0,2
6304,Shivaji Nagar,1554.0,3.0,130.0,2
6305,Shivaji Nagar,2200.0,2.0,110.0,2
6306,Shivaji Nagar,3820.0,1.0,306.0,1
6307,Shivaji Nagar,703.0,2.0,49.5,2
6308,Shivaji Nagar,1460.0,2.0,90.0,3
6309,Shivaji Nagar,1226.0,2.0,60.0,3
6311,Singasandra,1030.0,2.0,55.0,2
6312,Singasandra,3850.0,6.0,195.0,4
6313,Singasandra,1100.0,2.0,52.0,2
6315,Singasandra,1300.0,2.0,65.0,2
6318,Singasandra,1010.0,2.0,40.0,2
6319,Singasandra,1375.0,2.0,58.0,2
6320,Singasandra,1120.0,2.0,60.0,2
6321,Singasandra,1510.0,3.0,75.0,3
6322,Singasandra,1179.0,2.0,56.0,2
6323,Singasandra,1416.0,2.0,67.0,2
6324,Singasandra,1476.0,2.0,73.0,3
6325,Singasandra,1139.7,2.0,45.0,2
6326,Singasandra,1465.0,2.0,60.0,2
6328,Singasandra,1653.0,3.0,85.0,3
6329,Somasundara Palya,1255.0,2.0,67.0,2
6330,Somasundara Palya,1448.0,2.0,68.0,2
6332,Somasundara Palya,1178.0,2.0,73.0,2
6333,Somasundara Palya,1260.0,2.0,60.0,2
6334,Somasundara Palya,1033.0,2.0,48.0,2
6335,Somasundara Palya,1329.0,2.0,70.0,2
6336,Somasundara Palya,2372.0,3.0,140.0,3
6337,Somasundara Palya,1185.0,2.0,70.0,2
6341,Somasundara Palya,2400.0,3.0,140.0,4
6342,Somasundara Palya,1650.0,3.0,95.0,3
6343,Somasundara Palya,1186.0,2.0,72.0,2
6345,Sompura,825.0,2.0,33.0,2
6346,Sompura,1025.0,2.0,37.0,3
6347,Sompura,1020.0,2.0,41.0,2
6348,Sompura,1126.0,2.0,39.0,2
6349,Sompura,825.0,2.0,32.0,2
6350,Sompura,1360.0,2.0,45.0,3
6351,Sompura,1350.0,2.0,47.0,3
6352,Sompura,2150.0,3.0,85.0,4
6354,Sonnenahalli,896.0,2.0,43.75,2
6355,Sonnenahalli,1120.0,2.0,43.0,2
6356,Sonnenahalli,1100.0,2.0,44.0,2
6357,Sonnenahalli,1011.0,2.0,50.53,2
6358,Sonnenahalli,614.5,1.0,30.715,1
6359,Sonnenahalli,1484.0,3.0,74.18,3
6360,Sonnenahalli,1610.0,3.0,80.48,3
6361,Sonnenahalli,1415.0,2.0,65.0,3
6362,Sonnenahalli,1268.0,2.0,58.0,2
6363,Sonnenahalli,1268.0,2.0,56.0,2
6364,Sonnenahalli,605.0,1.0,30.24,1
6365,Sonnenahalli,1484.0,3.0,75.0,3
6366,Subramanyapura,929.0,2.0,50.17,2
6367,Subramanyapura,1200.0,2.0,52.0,2
6368,Subramanyapura,975.0,2.0,58.0,2
6369,Subramanyapura,1277.0,2.0,55.0,2
6370,Subramanyapura,985.0,2.0,58.0,2
6371,Subramanyapura,1245.0,2.0,68.0,3
6372,Subramanyapura,1313.0,2.0,73.0,2
6373,Subramanyapura,1313.0,2.0,66.5,2
6374,Subramanyapura,1255.0,2.0,79.0,3
6375,Subramanyapura,1330.0,3.0,72.0,3
6376,Subramanyapura,929.0,2.0,48.0,2
6377,Subramanyapura,950.0,2.0,55.0,2
6378,Subramanyapura,929.0,2.0,56.0,2
6380,Subramanyapura,1260.0,2.0,76.0,3
6382,Subramanyapura,960.0,2.0,55.0,2
6383,Subramanyapura,1260.0,2.0,73.0,3
6385,Subramanyapura,1278.0,3.0,70.0,3
6386,Subramanyapura,929.0,2.0,49.0,2
6387,Subramanyapura,1260.0,2.0,75.0,3
6388,Subramanyapura,1000.0,2.0,45.0,2
6390,Subramanyapura,929.0,1.0,51.0,2
6391,Subramanyapura,1880.0,3.0,110.0,3
6393,Sultan Palaya,1100.0,2.0,45.0,2
6394,Sultan Palaya,900.0,2.0,45.0,2
6395,Sultan Palaya,1765.0,3.0,80.0,3
6396,Sultan Palaya,1009.0,2.0,65.0,2
6397,Sultan Palaya,5000.0,5.0,325.0,4
6398,Sultan Palaya,1070.0,2.0,49.0,2
6399,TC Palaya,1475.0,3.0,98.0,3
6400,TC Palaya,1200.0,2.0,60.0,2
6405,TC Palaya,1240.0,2.0,60.0,2
6406,TC Palaya,1500.0,2.0,100.0,3
6407,TC Palaya,1200.0,2.0,65.0,2
6408,TC Palaya,1200.0,2.0,70.0,2
6409,TC Palaya,900.0,2.0,55.0,2
6412,TC Palaya,4800.0,3.0,302.0,4
6413,TC Palaya,1000.0,2.0,64.0,2
6415,TC Palaya,900.0,2.0,55.0,2
6416,TC Palaya,1200.0,2.0,66.0,2
6419,TC Palaya,900.0,2.0,55.0,2
6421,TC Palaya,900.0,2.0,55.0,2
6424,TC Palaya,1200.0,2.0,65.0,2
6425,TC Palaya,1500.0,2.0,75.0,2
6427,TC Palaya,1000.0,2.0,70.0,2
6428,TC Palaya,1100.0,2.0,65.0,2
6432,TC Palaya,1800.0,2.0,80.0,2
6434,TC Palaya,1200.0,2.0,70.0,2
6435,TC Palaya,1350.0,1.0,55.0,1
6436,TC Palaya,900.0,2.0,55.0,2
6437,TC Palaya,900.0,2.0,55.0,2
6438,TC Palaya,1082.0,2.0,64.0,2
6442,TC Palaya,1152.0,2.0,55.0,2
6446,Talaghattapura,1868.0,3.0,131.0,3
6447,Talaghattapura,2038.5,3.0,120.0,3
6448,Talaghattapura,2106.0,3.0,126.0,3
6449,Talaghattapura,1868.0,3.0,121.0,3
6450,Talaghattapura,2106.0,3.0,126.0,3
6451,Talaghattapura,1868.0,3.0,135.0,3
6452,Talaghattapura,1856.0,3.0,135.0,3
6453,Talaghattapura,1868.0,3.0,120.0,3
6454,Talaghattapura,1804.0,3.0,115.0,3
6455,Talaghattapura,1856.0,3.0,135.0,3
6456,Talaghattapura,2254.0,3.0,153.0,3
6457,Talaghattapura,2106.0,3.0,148.0,3
6458,Talaghattapura,1856.0,3.0,135.0,3
6459,Talaghattapura,2273.0,3.0,159.0,3
6460,Talaghattapura,2099.0,3.0,147.0,3
6461,Talaghattapura,1100.0,2.0,50.0,2
6462,Talaghattapura,1100.0,2.0,49.49,2
6463,Talaghattapura,1575.0,3.0,80.0,3
6464,Talaghattapura,2273.0,3.0,145.0,3
6465,Talaghattapura,1175.0,2.0,62.0,2
6466,Talaghattapura,1804.0,3.0,127.0,3
6467,Talaghattapura,1062.0,2.0,42.48,2
6468,Talaghattapura,2038.5,3.0,122.0,3
6469,Talaghattapura,1800.0,3.0,84.0,3
6470,Talaghattapura,2265.0,3.0,159.0,3
6471,Talaghattapura,2099.0,3.0,134.0,3
6472,Thanisandra,510.0,1.0,25.25,1
6473,Thanisandra,1296.0,2.0,80.0,2
6475,Thanisandra,2144.0,3.0,145.0,3
6477,Thanisandra,445.0,1.0,28.0,1
6478,Thanisandra,1296.0,2.0,83.0,2
6480,Thanisandra,2144.0,3.0,135.0,3
6482,Thanisandra,1093.0,2.0,70.0,2
6483,Thanisandra,1265.0,2.0,79.0,3
6484,Thanisandra,1651.0,3.0,97.38,3
6485,Thanisandra,1265.0,2.0,85.0,2
6486,Thanisandra,510.0,1.0,25.25,1
6487,Thanisandra,776.5,2.0,48.145,1
6488,Thanisandra,1564.0,3.0,101.0,3
6490,Thanisandra,1847.0,3.0,123.0,3
6492,Thanisandra,1697.0,3.0,114.0,3
6494,Thanisandra,3500.0,5.0,160.0,6
6495,Thanisandra,1573.0,3.0,95.0,3
6496,Thanisandra,1917.0,3.0,122.0,3
6497,Thanisandra,693.0,1.0,34.3,1
6498,Thanisandra,1098.0,2.0,68.0,2
6499,Thanisandra,760.0,1.0,50.3,1
6502,Thanisandra,2002.0,3.0,112.0,3
6507,Thanisandra,1697.0,3.0,115.0,3
6508,Thanisandra,1380.0,1.0,62.1,1
6509,Thanisandra,923.0,1.0,60.84,1
6511,Thanisandra,923.0,1.0,45.69,1
6513,Thanisandra,1296.0,2.0,72.0,2
6515,Thanisandra,1698.0,3.0,102.0,3
6516,Thanisandra,1411.0,3.0,93.04,3
6517,Thanisandra,1996.0,3.0,135.0,3
6518,Thanisandra,1801.0,3.0,115.0,3
6519,Thanisandra,1265.0,2.0,82.0,2
6521,Thanisandra,1917.0,4.0,113.0,3
6522,Thanisandra,662.0,1.0,42.0,1
6524,Thanisandra,1948.0,3.0,130.0,3
6526,Thanisandra,1098.0,2.0,74.0,2
6528,Thanisandra,1564.0,3.0,104.0,3
6534,Thanisandra,2127.0,3.0,135.0,3
6536,Thanisandra,1276.0,2.0,75.0,2
6537,Thanisandra,693.0,1.0,34.3,1
6538,Thanisandra,2259.0,5.0,135.0,4
6539,Thanisandra,1265.0,2.0,78.0,2
6541,Thanisandra,934.0,2.0,55.0,2
6542,Thanisandra,1056.0,2.0,68.0,2
6543,Thanisandra,1595.0,3.0,110.0,3
6544,Thanisandra,1411.0,3.0,93.15,3
6545,Thanisandra,1093.0,2.0,68.1,2
6547,Thanisandra,1093.0,2.0,72.0,2
6549,Thanisandra,1698.0,3.0,107.0,3
6550,Thanisandra,1564.0,3.0,105.0,3
6551,Thanisandra,1265.0,2.0,83.0,2
6552,Thanisandra,784.0,1.0,35.285,1
6553,Thanisandra,965.0,2.0,56.0,2
6554,Thanisandra,1546.0,3.0,95.0,3
6555,Thanisandra,777.0,1.0,38.535,1
6556,Thanisandra,1697.0,3.0,110.0,3
6557,Thanisandra,1492.0,3.0,88.0,3
6558,Thanisandra,2072.0,3.0,122.0,3
6559,Thanisandra,1880.0,3.0,120.0,3
6560,Thanisandra,760.0,1.0,50.0,1
6562,Thanisandra,933.0,2.0,58.0,1
6563,Thanisandra,1917.0,3.0,110.0,3
6564,Thanisandra,1996.0,4.0,123.0,3
6565,Thanisandra,1183.0,2.0,77.25,2
6566,Thanisandra,1491.0,3.0,88.0,3
6568,Thanisandra,662.0,1.0,29.0,1
6570,Thanisandra,1564.0,3.0,100.0,3
6571,Thanisandra,662.0,1.0,45.0,1
6572,Thanisandra,1573.0,3.0,98.0,3
6573,Thanisandra,1262.0,2.0,83.0,3
6574,Thanisandra,1056.0,2.0,65.0,2
6576,Thanisandra,1702.0,3.0,115.0,3
6577,Thanisandra,1343.0,2.0,75.0,2
6578,Thanisandra,1935.0,4.0,122.0,3
6579,Thanisandra,933.0,2.0,55.0,2
6580,Thanisandra,1183.0,2.0,77.3,2
6581,Thanisandra,662.0,1.0,38.0,1
6582,Thanisandra,1265.0,2.0,72.0,2
6583,Thanisandra,1595.0,3.0,105.0,3
6585,Thanisandra,580.0,1.0,27.5,1
6586,Thanisandra,2087.0,4.0,139.0,3
6588,Thanisandra,1098.0,2.0,71.0,2
6589,Thanisandra,1411.0,3.0,93.25,3
6592,Thanisandra,1732.0,3.0,112.0,3
6593,Thanisandra,933.0,1.0,61.0,1
6594,Thanisandra,1702.0,3.0,107.0,3
6595,Thanisandra,747.0,1.0,34.355,1
6596,Thanisandra,2030.0,4.0,125.0,3
6598,Thanisandra,1948.0,4.0,129.0,4
6599,Thanisandra,1573.0,3.0,90.0,3
6600,Thanisandra,1056.0,2.0,70.0,2
6601,Thanisandra,1595.0,3.0,96.0,3
6604,Thanisandra,1245.0,2.0,83.05,2
6605,Thanisandra,1261.0,2.0,80.0,3
6606,Thanisandra,1884.0,4.0,117.0,3
6607,Thanisandra,965.0,2.0,54.0,2
6608,Thanisandra,1930.0,4.0,122.0,3
6609,Thanisandra,777.0,1.0,38.46,1
6611,Thanisandra,1930.0,4.0,120.0,3
6612,Thanisandra,760.0,1.0,50.4,1
6613,Thanisandra,663.0,1.0,32.82,1
6614,Thanisandra,1801.0,3.0,115.0,3
6615,Thanisandra,1806.0,6.0,116.0,3
6616,Thanisandra,3671.0,4.0,220.0,4
6618,Thanisandra,1305.0,2.0,90.0,2
6619,Thanisandra,1965.0,4.0,125.0,3
6620,Thanisandra,1573.0,3.0,100.0,3
6623,Thanisandra,1917.0,4.0,130.0,4
6625,Thigalarapalya,3122.0,6.0,230.0,4
6627,Thigalarapalya,1297.0,2.0,103.0,2
6628,Thigalarapalya,1418.0,2.0,95.0,2
6629,Thigalarapalya,3122.0,6.0,235.0,4
6630,Thigalarapalya,3122.0,6.0,245.0,4
6632,Thigalarapalya,1418.0,2.0,103.0,2
6633,Thigalarapalya,1418.0,2.0,101.0,2
6634,Thigalarapalya,1418.0,2.0,104.0,2
6636,Thigalarapalya,3122.0,5.0,225.0,4
6637,Thigalarapalya,2912.0,6.0,210.0,4
6638,Thigalarapalya,1418.0,2.0,103.0,2
6639,Thigalarapalya,2072.0,4.0,159.0,3
6641,Thigalarapalya,1418.0,2.0,106.0,2
6643,Thigalarapalya,1418.0,2.0,104.0,2
6644,Thigalarapalya,3122.0,6.0,237.0,4
6645,Thigalarapalya,1418.0,2.0,105.0,2
6646,Thigalarapalya,1418.0,2.0,104.0,2
6649,Thigalarapalya,1418.0,2.0,106.0,2
6650,Thigalarapalya,2072.0,4.0,155.0,3
6651,Thigalarapalya,1830.0,4.0,135.0,3
6652,Thigalarapalya,1418.0,2.0,105.0,2
6653,Thigalarapalya,2072.0,4.0,160.0,3
6657,Thigalarapalya,2072.0,4.0,160.0,3
6658,Thigalarapalya,2072.0,4.0,155.0,3
6659,Thigalarapalya,3122.0,6.0,235.0,4
6660,Thigalarapalya,2072.0,4.0,153.0,3
6662,Thigalarapalya,2072.0,4.0,157.0,3
6663,Thigalarapalya,1418.0,2.0,105.0,2
6664,Thigalarapalya,3362.0,5.0,249.0,4
6665,Thigalarapalya,3122.0,6.0,245.0,4
6668,Thigalarapalya,4190.0,4.0,325.0,4
6672,Thigalarapalya,1400.0,2.0,105.0,2
6674,Thigalarapalya,1297.0,2.0,98.0,2
6676,Thubarahalli,3800.0,4.0,239.0,4
6677,Thubarahalli,1200.0,2.0,78.0,2
6678,Thubarahalli,1128.0,2.0,75.0,2
6679,Thubarahalli,1185.0,2.0,65.0,2
6680,Thubarahalli,975.0,2.0,55.0,2
6681,Thubarahalli,1330.0,2.0,75.0,2
6682,Thubarahalli,1085.0,2.0,70.0,2
6683,Thubarahalli,1216.0,2.0,80.0,2
6684,Thubarahalli,1200.0,2.0,79.0,2
6685,Thubarahalli,1200.0,2.0,80.0,2
6686,Thubarahalli,1200.0,2.0,79.55,2
6688,Thubarahalli,2625.0,3.0,175.0,3
6689,Thubarahalli,975.0,2.0,50.0,2
6691,Thubarahalli,1584.0,3.0,101.0,3
6692,Thyagaraja Nagar,800.0,1.0,100.0,1
6693,Thyagaraja Nagar,2000.0,4.0,145.0,5
6694,Thyagaraja Nagar,1270.0,2.0,95.25,3
6695,Thyagaraja Nagar,1040.0,2.0,68.0,2
6696,Tindlu,1500.0,2.0,87.0,3
6697,Tindlu,7500.0,7.0,400.0,7
6698,Tindlu,1357.0,2.0,65.0,3
6699,Tindlu,1500.0,3.0,87.0,3
6700,Tindlu,1370.07,3.0,65.0,3
6701,Tindlu,1165.0,2.0,59.8,2
6702,Tindlu,1050.0,2.0,55.0,2
6703,Tindlu,1100.0,2.0,55.0,2
6704,Tumkur Road,1500.0,3.0,95.0,3
6705,Tumkur Road,1779.0,3.0,112.0,3
6706,Tumkur Road,1586.0,3.0,100.0,3
6707,Tumkur Road,1098.0,2.0,72.0,2
6708,Tumkur Road,1354.0,3.0,90.0,3
6709,Tumkur Road,1240.0,2.0,84.0,3
6710,Tumkur Road,1239.0,2.0,82.0,2
6711,Tumkur Road,1246.0,2.0,82.0,2
6712,Tumkur Road,1500.0,3.0,100.0,3
6714,Tumkur Road,1416.0,3.0,94.0,3
6715,Tumkur Road,1027.0,2.0,60.0,2
6716,Tumkur Road,1027.0,2.0,68.62,2
6717,Tumkur Road,1459.0,2.0,95.0,3
6718,Tumkur Road,992.0,2.0,60.0,2
6719,Tumkur Road,1066.0,2.0,52.5,2
6720,Tumkur Road,1240.0,2.0,79.0,3
6721,Tumkur Road,1441.0,2.0,95.0,3
6722,Tumkur Road,1240.0,2.0,83.0,3
6723,Tumkur Road,1027.0,2.0,67.0,2
6725,Tumkur Road,1354.0,3.0,85.86,3
6726,Ulsoor,2135.0,3.0,215.0,3
6727,Ulsoor,1275.0,2.0,120.0,2
6728,Ulsoor,1020.0,3.0,110.0,3
6729,Ulsoor,1200.0,2.0,60.0,2
6730,Ulsoor,1180.0,2.0,100.0,2
6731,Ulsoor,1340.0,3.0,90.0,3
6732,Ulsoor,1500.0,2.0,125.0,3
6733,Ulsoor,2000.0,3.0,185.0,3
6734,Ulsoor,1255.0,2.0,120.0,2
6735,Ulsoor,1685.0,4.0,185.0,3
6737,Ulsoor,2135.0,3.0,170.0,3
6738,Ulsoor,1160.0,2.0,130.0,2
6739,Uttarahalli,1440.0,2.0,62.0,3
6740,Uttarahalli,1143.0,2.0,45.0,2
6741,Uttarahalli,1020.0,2.0,45.0,2
6742,Uttarahalli,1286.0,2.0,63.0,2
6743,Uttarahalli,1101.0,2.0,45.0,2
6745,Uttarahalli,1175.0,2.0,47.0,2
6746,Uttarahalli,1390.0,2.0,62.55,3
6747,Uttarahalli,1330.0,2.0,56.0,3
6748,Uttarahalli,1008.0,2.0,45.0,2
6749,Uttarahalli,1390.0,2.0,60.47,3
6750,Uttarahalli,1617.0,3.0,66.68,3
6751,Uttarahalli,1150.0,2.0,49.0,2
6752,Uttarahalli,1330.0,2.0,56.0,3
6753,Uttarahalli,1200.0,2.0,44.0,2
6756,Uttarahalli,882.0,2.0,30.0,2
6757,Uttarahalli,993.0,2.0,39.71,2
6758,Uttarahalli,1045.0,2.0,45.0,2
6759,Uttarahalli,850.0,2.0,37.93,2
6761,Uttarahalli,1345.0,2.0,57.0,3
6762,Uttarahalli,1089.0,2.0,43.55,2
6764,Uttarahalli,1279.0,2.0,48.0,2
6766,Uttarahalli,1425.0,2.0,64.0,3
6767,Uttarahalli,1155.0,2.0,40.42,2
6768,Uttarahalli,1050.0,2.0,42.0,2
6769,Uttarahalli,1300.0,2.0,55.0,3
6770,Uttarahalli,1250.0,2.0,55.0,3
6771,Uttarahalli,1200.0,3.0,50.0,3
6772,Uttarahalli,1085.0,2.0,43.0,2
6774,Uttarahalli,1175.0,2.0,47.0,2
6775,Uttarahalli,1175.0,2.0,47.0,2
6776,Uttarahalli,1215.0,2.0,52.85,3
6778,Uttarahalli,1325.0,2.0,53.0,2
6779,Uttarahalli,1300.0,2.0,60.0,3
6780,Uttarahalli,850.0,2.0,35.0,2
6782,Uttarahalli,1360.0,2.0,61.2,3
6783,Uttarahalli,1134.0,2.0,45.36,2
6785,Uttarahalli,1320.0,2.0,55.44,3
6786,Uttarahalli,1390.0,2.0,61.16,3
6787,Uttarahalli,1090.0,2.0,45.0,2
6788,Uttarahalli,1050.0,2.0,42.0,2
6789,Uttarahalli,1123.0,2.0,48.0,2
6790,Uttarahalli,1329.0,2.0,56.0,3
6791,Uttarahalli,938.0,2.0,35.0,2
6794,Uttarahalli,1100.0,1.0,45.0,2
6795,Uttarahalli,1125.0,2.0,47.0,2
6797,Uttarahalli,1390.0,2.0,62.55,3
6799,Uttarahalli,1180.0,2.0,41.3,2
6801,Uttarahalli,1160.0,2.0,45.0,2
6802,Uttarahalli,1280.0,2.0,60.0,3
6804,Uttarahalli,1190.0,2.0,53.55,2
6805,Uttarahalli,1330.0,2.0,57.0,3
6806,Uttarahalli,1560.0,3.0,74.0,3
6808,Uttarahalli,1125.0,2.0,48.0,2
6809,Uttarahalli,1320.0,2.0,55.44,3
6811,Uttarahalli,1160.0,2.0,40.6,2
6813,Uttarahalli,1065.0,2.0,42.59,2
6814,Uttarahalli,1075.0,2.0,46.76,2
6815,Uttarahalli,1155.0,2.0,40.6,2
6818,Uttarahalli,1215.0,2.0,52.85,3
6820,Uttarahalli,1180.0,2.0,41.3,2
6823,Uttarahalli,1002.0,2.0,40.08,2
6824,Uttarahalli,1002.0,2.0,40.08,2
6825,Uttarahalli,1075.0,2.0,40.0,2
6827,Uttarahalli,1155.0,2.0,40.43,2
6828,Uttarahalli,1025.0,2.0,35.88,2
6829,Uttarahalli,1125.0,2.0,47.65,2
6830,Uttarahalli,1300.0,2.0,55.0,2
6831,Uttarahalli,1025.0,2.0,35.88,2
6832,Uttarahalli,980.0,2.0,45.0,2
6833,Uttarahalli,1125.0,2.0,47.0,2
6838,Uttarahalli,1175.0,2.0,47.0,2
6841,Uttarahalli,1525.0,2.0,62.82,3
6844,Uttarahalli,1213.0,2.0,48.0,2
6846,Uttarahalli,900.0,2.0,35.0,2
6847,Uttarahalli,1065.0,2.0,42.6,2
6850,Uttarahalli,1125.0,2.0,47.0,2
6851,Uttarahalli,1270.0,2.0,55.25,3
6852,Uttarahalli,1270.0,2.0,55.25,3
6853,Uttarahalli,1107.0,2.0,45.0,2
6854,Uttarahalli,1200.0,2.0,55.0,2
6856,Uttarahalli,1500.0,3.0,68.0,3
6857,Uttarahalli,1120.0,2.0,50.0,2
6858,Uttarahalli,1150.0,2.0,46.0,2
6859,Uttarahalli,1330.0,2.0,58.0,3
6861,Uttarahalli,1050.0,2.0,42.0,2
6862,Uttarahalli,1125.0,2.0,48.0,2
6863,Uttarahalli,1345.0,2.0,57.0,3
6864,Uttarahalli,1345.0,2.0,57.0,3
6866,Uttarahalli,1037.0,2.0,36.0,2
6868,Uttarahalli,1000.0,2.0,39.5,2
6869,Uttarahalli,1125.0,1.0,45.0,2
6870,Uttarahalli,1308.0,2.0,53.0,3
6871,Uttarahalli,1160.0,2.0,40.58,2
6873,Uttarahalli,1000.0,2.0,35.0,2
6874,Uttarahalli,1330.0,2.0,57.0,3
6875,Uttarahalli,1125.0,2.0,47.0,2
6876,Uttarahalli,1165.0,1.0,42.09,2
6877,Uttarahalli,1260.0,2.0,55.0,2
6878,Uttarahalli,1284.0,2.0,53.36,2
6879,Uttarahalli,1150.0,2.0,45.99,2
6881,Uttarahalli,1290.0,2.0,56.12,3
6882,Uttarahalli,1328.0,2.0,56.0,3
6883,Uttarahalli,1040.0,2.0,36.4,2
6884,Uttarahalli,1290.0,2.0,56.12,3
6886,Uttarahalli,1075.0,2.0,46.76,2
6887,Uttarahalli,1345.0,2.0,57.0,3
6888,Varthur,1160.0,2.0,44.0,2
6889,Varthur,1385.0,2.0,80.0,2
6891,Varthur,1024.0,2.0,42.0,2
6892,Varthur,1125.0,2.0,40.0,2
6893,Varthur,1112.0,2.0,40.0,2
6894,Varthur,1055.0,2.0,45.35,2
6895,Varthur,1280.0,2.0,65.0,2
6896,Varthur,977.0,2.0,36.0,2
6897,Varthur,1250.0,3.0,71.0,3
6898,Varthur,1200.0,3.0,67.75,3
6899,Varthur,1111.0,2.0,41.88,2
6900,Varthur,1140.0,2.0,55.5,2
6901,Varthur,1012.0,2.0,59.0,2
6902,Varthur,1140.0,2.0,39.9,2
6903,Varthur,1090.0,2.0,48.0,2
6904,Varthur,1450.0,3.0,71.0,3
6905,Varthur,1210.0,2.0,60.0,2
6906,Varthur,1070.0,2.0,46.0,2
6907,Varthur,1360.0,2.0,85.0,3
6908,Varthur,965.0,2.0,34.0,2
6909,Varthur,1120.0,2.0,44.24,2
6910,Varthur,1395.0,2.0,79.0,3
6911,Varthur,1085.0,2.0,45.0,2
6912,Varthur,1250.0,2.0,47.0,2
6913,Varthur,1200.0,3.0,68.38,3
6915,Varthur,1155.0,2.0,60.0,2
6916,Varthur,1035.0,2.0,60.0,2
6917,Varthur,1155.0,2.0,39.0,2
6918,Varthur,1180.0,2.0,55.0,2
6920,Varthur,1738.0,2.0,57.35,2
6921,Varthur,1045.0,2.0,40.65,2
6922,Varthur,1155.0,2.0,39.0,2
6924,Varthur,1210.0,2.0,64.15,2
6926,Varthur,1105.0,2.0,38.0,2
6927,Varthur,1560.0,3.0,90.0,3
6928,Varthur,1760.0,2.0,85.0,2
6929,Varthur,1210.0,2.0,54.0,2
6930,Varthur,1112.0,2.0,40.0,2
6932,Varthur,1000.0,1.0,65.0,2
6934,Varthur Road,900.0,2.0,27.0,2
6935,Varthur Road,1277.0,2.0,59.0,2
6936,Varthur Road,1247.0,2.0,58.0,3
6937,Varthur Road,1050.0,2.0,42.7,2
6938,Varthur Road,1255.0,2.0,52.76,2
6940,Varthur Road,1033.0,2.0,32.0,2
6941,Varthur Road,1140.0,2.0,49.11,2
6942,Varthur Road,850.0,2.0,25.4,2
6943,Vasanthapura,1022.0,2.0,40.0,2
6944,Vasanthapura,1135.0,2.0,39.73,2
6945,Vasanthapura,995.0,2.0,34.82,2
6946,Vasanthapura,995.0,2.0,34.82,2
6947,Vasanthapura,1037.0,2.0,36.28,2
6948,Vasanthapura,978.0,2.0,34.22,2
6949,Vasanthapura,1037.0,2.0,36.28,2
6950,Vidyaranyapura,1440.0,2.0,95.0,2
6951,Vidyaranyapura,1062.0,2.0,38.0,2
6952,Vidyaranyapura,1200.0,2.0,55.0,2
6954,Vidyaranyapura,1060.0,2.0,55.0,2
6955,Vidyaranyapura,1100.0,2.0,54.0,2
6956,Vidyaranyapura,1440.0,2.0,70.0,3
6957,Vidyaranyapura,1100.0,2.0,54.0,2
6958,Vidyaranyapura,1000.0,2.0,35.0,2
6960,Vidyaranyapura,1120.0,2.0,70.0,2
6961,Vidyaranyapura,945.0,2.0,40.0,2
6962,Vidyaranyapura,1100.0,2.0,54.0,2
6963,Vidyaranyapura,1200.0,2.0,65.0,3
6964,Vidyaranyapura,1200.0,2.0,52.0,2
6965,Vidyaranyapura,1050.0,2.0,50.0,2
6966,Vidyaranyapura,1188.0,2.0,50.0,2
6967,Vidyaranyapura,1100.0,2.0,75.0,3
6968,Vidyaranyapura,1100.0,2.0,72.0,3
6969,Vidyaranyapura,2400.0,5.0,135.0,4
6970,Vidyaranyapura,1100.0,2.0,41.0,2
6971,Vidyaranyapura,1200.0,2.0,60.5,2
6972,Vidyaranyapura,1200.0,2.0,42.0,2
6973,Vijayanagar,1704.0,3.0,110.0,3
6974,Vijayanagar,1933.0,3.0,129.0,3
6976,Vijayanagar,1450.0,3.0,100.0,3
6977,Vijayanagar,1580.0,2.0,134.0,3
6978,Vijayanagar,1826.0,3.0,121.0,3
6979,Vijayanagar,1739.0,3.0,116.0,3
6980,Vijayanagar,1490.0,3.0,100.0,3
6981,Vijayanagar,1180.0,2.0,65.0,2
6982,Vijayanagar,606.0,1.0,34.78,1
6983,Vijayanagar,1352.0,2.0,68.0,2
6984,Vijayanagar,1527.0,3.0,115.0,3
6985,Vijayanagar,989.0,2.0,60.0,2
6986,Vijayanagar,1520.0,2.0,103.0,3
6987,Vijayanagar,1749.0,3.0,117.0,3
6988,Vijayanagar,1046.0,2.0,75.0,2
6989,Vijayanagar,606.0,1.0,40.0,1
6990,Vijayanagar,1200.0,2.0,62.0,2
6993,Vijayanagar,1760.0,3.0,140.0,3
6994,Vijayanagar,2047.0,3.0,136.0,3
6995,Vijayanagar,1200.0,2.0,75.0,3
